Month,usg_apt,fg_apt,carrier,type,Scheduled
1,IAH,SCL,UA,Passengers,11580
1,JFK,DUB,DL,Passengers,11545
1,MIA,YUL,RV,Passengers,11542
1,IAH,PEK,CA,Passengers,11542
1,DEN,MUC,LH,Passengers,11541
1,ORD,ICN,OZ,Passengers,11540
1,ORD,MAD,IB,Passengers,11525
1,IAH,GIG,UA,Passengers,11506
1,LAX,SJO,DL,Passengers,11491
1,ORD,PVG,MU,Passengers,11484
1,JFK,CDG,DL,Passengers,11478
1,FLL,BOG,B6,Passengers,11423
1,ORD,NRT,NH,Passengers,11394
1,FAT,GDL,Y4,Passengers,11386
1,LAX,SJD,AS,Passengers,11381
1,MIA,SKB,AA,Passengers,11380
1,ATL,SCL,DL,Passengers,11376
1,ATL,SDQ,DL,Passengers,11374
1,EWR,MBJ,UA,Passengers,11353
1,ORD,WAW,LO,Passengers,11341
1,MCO,DXB,EK,Passengers,11335
1,LAX,CUN,DL,Passengers,11317
1,IAD,PEK,UA,Passengers,11291
1,IAH,YYZ,AC,Passengers,11274
1,SEA,YYJ,QX,Passengers,11244
1,SAN,NRT,JL,Passengers,11230
1,SEA,SJD,AS,Passengers,11229
1,CLT,FRA,AA,Passengers,11192
1,BOS,KEF,FI,Passengers,11191
1,IAH,AMS,UA,Passengers,11187
1,ORD,NRT,JL,Passengers,11164
1,DFW,PEK,AA,Passengers,11154
1,ATL,LHR,VS,Passengers,11152
1,SFO,HND,JL,Passengers,11151
1,ORD,PVR,UA,Passengers,11144
1,BOS,FRA,LH,Passengers,11119
1,FLL,SJO,WN,Passengers,11061
1,LAS,LGW,VS,Passengers,11060
1,BOS,PTY,CM,Passengers,11038
1,JFK,MBJ,DL,Passengers,11025
1,IAH,LIM,UA,Passengers,11012
1,MCO,GIG,JJ,Passengers,11011
1,BOS,YTZ,PD,Passengers,11001
1,SEA,PVG,DL,Passengers,10987
1,ORD,ZRH,LX,Passengers,10969
1,GUM,NGO,UA,Passengers,10967
1,IAD,YYZ,YV,Passengers,10950
1,HNL,PVG,MU,Passengers,10948
1,DTW,FRA,LH,Passengers,10938
1,JFK,MEX,DL,Passengers,10935
1,SEA,PVR,AS,Passengers,10930
1,EWR,MUC,UA,Passengers,10928
1,PHL,FCO,AA,Passengers,10884
1,EWR,YUL,KV,Passengers,10842
1,LAX,SIN,SQ,Passengers,10784
1,DFW,NRT,JL,Passengers,10770
1,ORD,CUN,F9,Passengers,10746
1,HNL,MNL,PR,Passengers,10730
1,OGG,YYC,WS,Passengers,10724
1,EWR,DUB,UA,Passengers,10677
1,PHL,PUJ,AA,Passengers,10666
1,SMF,GDL,AM,Passengers,10663
1,EWR,AMS,UA,Passengers,10657
1,JFK,YYZ,9E,Passengers,10640
1,BOS,ZRH,LX,Passengers,10635
1,EWR,ZRH,LX,Passengers,10632
1,JFK,KEF,FI,Passengers,10623
1,LAX,LHR,UA,Passengers,10619
1,PHL,DUB,AA,Passengers,10599
1,IAH,SAP,UA,Passengers,10590
1,JFK,HND,JL,Passengers,10579
1,FLL,CUN,WN,Passengers,10577
1,MCO,CUN,DL,Passengers,10574
1,GUM,PUS,LJ,Passengers,10569
1,IAD,PEK,CA,Passengers,10550
1,LAX,MEX,Y4,Passengers,10547
1,LAX,GDL,VB,Passengers,10535
1,FLL,SDQ,NK,Passengers,10533
1,FLL,MDE,NK,Passengers,10523
1,SFO,CAN,CZ,Passengers,10520
1,BOS,NRT,JL,Passengers,10517
1,MIA,MVD,AA,Passengers,10489
1,ORD,MUC,UA,Passengers,10474
1,IAD,ZRH,UA,Passengers,10457
1,BWI,KEF,WW,Passengers,10456
1,SJC,GDL,AS,Passengers,10448
1,EWR,STI,B6,Passengers,10432
1,ORD,PUJ,UA,Passengers,10432
1,ORD,HND,NH,Passengers,10419
1,SEA,KEF,FI,Passengers,10417
1,MDW,CUN,WN,Passengers,10390
1,JFK,CDG,AA,Passengers,10390
1,JFK,TPE,CI,Passengers,10378
1,MIA,SAL,AA,Passengers,10374
1,LAX,SAL,TA,Passengers,10370
1,JFK,WAW,LO,Passengers,10366
1,MIA,STI,AA,Passengers,10344
1,EWR,ZRH,UA,Passengers,10342
1,STL,CUN,F9,Passengers,10123
1,HNL,AKL,NZ,Passengers,10321
1,SEA,PEK,DL,Passengers,10306
1,HNL,KIX,DL,Passengers,10305
1,ATL,MTY,DL,Passengers,10277
1,PHX,CUN,AA,Passengers,10251
1,JFK,BRU,SN,Passengers,10232
1,IAH,MEX,5D,Passengers,10232
1,MSP,PUJ,DL,Passengers,10218
1,SMF,GDL,Y4,Passengers,10213
1,ORD,VIE,OS,Passengers,10194
1,SLC,CUN,DL,Passengers,10194
1,ATL,BOG,DL,Passengers,10187
1,LAX,GDL,AS,Passengers,10183
1,EWR,KEF,WW,Passengers,10178
1,FLL,PAP,NK,Passengers,10164
1,EWR,LIS,TP,Passengers,10160
1,DEN,PVR,UA,Passengers,10151
1,RDU,LHR,AA,Passengers,10141
1,SFO,PVR,UA,Passengers,10135
1,DTW,CDG,AF,Passengers,10133
1,HNL,NGO,JL,Passengers,10119
1,MSP,YWG,DL,Passengers,10113
1,ATL,YUL,9E,Passengers,10111
1,JFK,BCN,DL,Passengers,10081
1,EWR,ARN,SK,Passengers,10077
1,MCO,YYC,WS,Passengers,10069
1,ORD,PUJ,F9,Passengers,10060
1,DEN,CUN,WN,Passengers,10050
1,ATL,LHR,BA,Passengers,10047
1,FLL,CUN,NK,Passengers,10046
1,CLT,MUC,LH,Passengers,10040
1,JFK,GEO,BW,Passengers,10024
1,SFO,PVR,AS,Passengers,9381
1,ORD,AMM,RJ,Passengers,10015
1,BOS,ISL,TK,Passengers,9960
1,DFW,YYZ,KV,Passengers,9954
1,ATL,FRA,DL,Passengers,9929
1,IAH,YYC,WS,Passengers,9925
1,SEA,LHR,VS,Passengers,9923
1,LAX,KIX,JL,Passengers,9918
1,EWR,PEK,CA,Passengers,9896
1,ATL,UIO,DL,Passengers,9894
1,MCO,LGW,DI,Passengers,9892
1,DFW,FRA,AA,Passengers,9866
1,LAX,YYC,AC,Passengers,9859
1,PHL,MAD,AA,Passengers,9854
1,JFK,NRT,NH,Passengers,9847
1,JFK,ZRH,DL,Passengers,9841
1,PHX,MEX,AA,Passengers,9840
1,IAH,YVR,UA,Passengers,9839
1,TPA,LGW,BA,Passengers,9823
1,ORD,MBJ,UA,Passengers,9817
1,GUM,MNL,PR,Passengers,9814
1,MCO,SDQ,B6,Passengers,9805
1,JFK,MUC,LH,Passengers,9797
1,BOS,YYZ,AC,Passengers,9795
1,SFO,CPH,SK,Passengers,9765
1,IAH,CDG,AF,Passengers,9762
1,LAX,SCL,LA,Passengers,9752
1,DFW,CDG,AA,Passengers,9748
1,EWR,SDQ,B6,Passengers,9746
1,DFW,LIM,AA,Passengers,9737
1,MCO,SJO,NK,Passengers,9719
1,LAX,LIM,LA,Passengers,9711
1,KOA,YVR,WS,Passengers,9695
1,IAD,CDG,UA,Passengers,9637
1,ATL,SJD,DL,Passengers,9621
1,DEN,SJD,UA,Passengers,9608
1,SFO,SJD,AS,Passengers,9257
1,MIA,BSB,AA,Passengers,9594
1,TPA,HAV,WN,Passengers,9590
1,FLL,BOG,NK,Passengers,9590
1,SPN,PVG,3U,Passengers,9559
1,MIA,BLA,9V,Passengers,9552
1,JFK,NBO,KQ,Passengers,9546
1,ORD,YVR,UA,Passengers,9532
1,LGA,YUL,9E,Passengers,9525
1,BOS,LIS,TP,Passengers,9523
1,MSP,PVR,DL,Passengers,9514
1,SFO,CDG,UA,Passengers,9512
1,GUM,PUS,BX,Passengers,9457
1,PHL,YYZ,PT,Passengers,9455
1,SJC,GDL,Y4,Passengers,9437
1,BOS,STI,B6,Passengers,9434
1,DFW,LHR,BA,Passengers,9432
1,HOU,SJO,WN,Passengers,9431
1,HNL,AKL,HA,Passengers,9424
1,LAS,LGW,DI,Passengers,9423
1,OAK,GDL,Y4,Passengers,9421
1,PHX,YVR,WS,Passengers,9418
1,ORD,LGW,DI,Passengers,9408
1,ORD,YYZ,MQ,Passengers,9404
1,BWI,LHR,BA,Passengers,9401
1,MIA,SXM,AA,Passengers,9395
1,SAN,SJD,AS,Passengers,9390
1,EWR,YYZ,EV,Passengers,9388
1,BOS,LHR,VS,Passengers,9385
1,SEA,NRT,NH,Passengers,9371
1,BOS,KEF,WW,Passengers,9365
1,PHX,YVR,AA,Passengers,9361
1,PHL,CDG,AA,Passengers,9348
1,EWR,STI,UA,Passengers,9340
1,FLL,PTY,NK,Passengers,9339
1,SJC,YVR,QK,Passengers,9330
1,ONT,GDL,Y4,Passengers,9309
1,MIA,VVI,AA,Passengers,9306
1,JFK,JED,SV,Passengers,9285
1,EWR,VIE,OS,Passengers,9281
1,MIA,TGU,AA,Passengers,9277
1,ATL,PTY,DL,Passengers,9271
1,JFK,YVR,CX,Passengers,9270
1,MIA,PLS,AA,Passengers,9263
1,ORD,PVR,AA,Passengers,9254
1,LAX,PVR,AS,Passengers,9246
1,EWR,LHR,VS,Passengers,9222
1,ORD,AMS,KL,Passengers,9214
1,LAX,PVR,DL,Passengers,9206
1,EWR,CPH,SK,Passengers,9190
1,MIA,MXP,AA,Passengers,9188
1,MCO,LIM,LP,Passengers,9182
1,ORD,YUL,KV,Passengers,9178
1,ATL,PVR,DL,Passengers,9173
1,ATL,SAL,DL,Passengers,9164
1,FLL,DXB,EK,Passengers,9161
1,JFK,MAN,VS,Passengers,9133
1,MIA,SVO,SU,Passengers,9128
1,JFK,MAD,AA,Passengers,9117
1,IAD,PUJ,UA,Passengers,9110
1,LAX,ARN,SK,Passengers,9102
1,PHL,YYZ,KV,Passengers,9098
1,PHL,MAN,AA,Passengers,9077
1,SEA,YLW,QX,Passengers,9064
1,HNL,ICN,OZ,Passengers,9061
1,MCO,BSB,G3,Passengers,9034
1,MIA,BOG,4C,Passengers,9029
1,LAX,SAL,DL,Passengers,9026
1,BOS,PEK,HU,Passengers,9018
1,ATL,FRA,LH,Passengers,8995
1,DFW,ICN,KE,Passengers,8989
1,ATL,BZE,DL,Passengers,8984
1,MIA,GIG,JJ,Passengers,8983
1,LAX,GRU,AA,Passengers,8977
1,ATL,UVF,DL,Passengers,8971
1,EWR,MAN,UA,Passengers,8957
1,ATL,ISL,TK,Passengers,8956
1,EWR,POP,UA,Passengers,8912
1,JFK,HND,NH,Passengers,8882
1,MIA,BSB,G3,Passengers,8882
1,LAS,GDL,Y4,Passengers,8881
1,DTW,FRA,DL,Passengers,8872
1,IAH,YYC,QK,Passengers,8866
1,DFW,SJO,AA,Passengers,8863
1,IAD,YOW,YV,Passengers,8850
1,JFK,AUA,DL,Passengers,8850
1,BWI,PUJ,WN,Passengers,8850
1,IAD,ACC,SA,Passengers,8849
1,ORD,CPH,SK,Passengers,8815
1,DEN,CUN,F9,Passengers,8811
1,SFO,SJD,UA,Passengers,8791
1,IAD,LHR,VS,Passengers,8409
1,LAS,MEX,4O,Passengers,8789
1,HOU,LIR,WN,Passengers,8781
1,IAD,HKG,CX,Passengers,8767
1,TPA,YYZ,WS,Passengers,8757
1,HNL,FUK,DL,Passengers,8750
1,MIA,NAS,UP,Passengers,8742
1,EWR,MXP,UA,Passengers,8730
1,MIA,FOR,G3,Passengers,8710
1,EWR,EDI,UA,Passengers,8706
1,EWR,LIR,UA,Passengers,8696
1,HNL,NGO,DL,Passengers,8694
1,MIA,YUL,AA,Passengers,8677
1,LAX,ZIH,AS,Passengers,8650
1,GUM,MNL,UA,Passengers,8627
1,SLC,AMS,DL,Passengers,8601
1,SFO,GDL,4O,Passengers,8581
1,SJC,LHR,BA,Passengers,8559
1,JFK,BRU,DL,Passengers,8553
1,ATL,PLS,DL,Passengers,8540
1,IAH,MID,UA,Passengers,8536
1,EWR,OSL,SK,Passengers,8490
1,CLT,AUA,AA,Passengers,8482
1,MIA,SNU,AA,Passengers,8462
1,LAS,PTY,CM,Passengers,8439
1,IAH,YEG,UA,Passengers,8432
1,IAD,KEF,FI,Passengers,8419
1,JFK,GIG,DL,Passengers,8413
1,MIA,CLO,AA,Passengers,8406
1,MSP,LHR,DL,Passengers,8400
1,JFK,MXP,AZ,Passengers,8373
1,SFO,GDL,AM,Passengers,8369
1,FLL,SJO,B6,Passengers,8366
1,ATL,SAP,DL,Passengers,8363
1,DFW,GUA,AA,Passengers,8348
1,DEN,SJD,WN,Passengers,8344
1,PDX,AMS,DL,Passengers,8333
1,DFW,CZM,AA,Passengers,8321
1,MCO,FOR,G3,Passengers,8315
1,JFK,FRA,DL,Passengers,8302
1,ATL,PAP,DL,Passengers,8290
1,JFK,FDF,D8,Passengers,8287
1,SEA,CDG,DL,Passengers,8284
1,FLL,MBJ,NK,Passengers,8268
1,SEA,CUN,AS,Passengers,8265
1,LAX,LIR,AS,Passengers,8262
1,EWR,GVA,UA,Passengers,8261
1,JFK,POS,B6,Passengers,8260
1,MSP,MBJ,DL,Passengers,8253
1,IAD,CPH,SK,Passengers,8252
1,FLL,MBJ,B6,Passengers,8251
1,HNL,KIX,TR,Passengers,8247
1,FLL,CDG,DY,Passengers,8246
1,FLL,PUJ,B6,Passengers,8229
1,LAX,YYZ,WS,Passengers,8219
1,MIA,GND,AA,Passengers,8215
1,SEA,PEK,HU,Passengers,8215
1,ATL,STR,DL,Passengers,8212
1,JFK,OSL,DY,Passengers,8211
1,EWR,TXL,UA,Passengers,8207
1,JFK,LGW,BA,Passengers,8205
1,JFK,MAN,MT,Passengers,8171
1,JFK,NAS,B6,Passengers,8162
1,LIH,YVR,WS,Passengers,8156
1,DTW,CUN,NK,Passengers,8152
1,EWR,PLS,UA,Passengers,8147
1,JFK,SXM,DL,Passengers,8145
1,PDX,NRT,DL,Passengers,8141
1,FAT,GDL,AM,Passengers,8137
1,MCO,BOG,AV,Passengers,8137
1,JFK,POP,B6,Passengers,8132
1,JFK,UVF,B6,Passengers,8131
1,ORD,MEX,Y4,Passengers,8110
1,SAN,YYZ,RV,Passengers,8106
1,ATL,KIN,DL,Passengers,8100
1,BOS,PVG,HU,Passengers,8089
1,LAS,GDL,4O,Passengers,8069
1,MIA,NAS,AA,Passengers,8053
1,DFW,MEX,5D,Passengers,8045
1,ATL,MUC,DL,Passengers,8034
1,ORD,CDG,UA,Passengers,8034
1,FLL,YOW,AC,Passengers,8030
1,ATL,FCO,DL,Passengers,8003
1,DEN,MEX,AM,Passengers,7960
1,MIA,MDE,AV,Passengers,7959
1,FLL,MDE,B6,Passengers,7952
1,MIA,CLO,AV,Passengers,7939
1,OAK,LGW,DI,Passengers,7936
1,IAH,GDL,YV,Passengers,7936
1,EWR,SIN,SQ,Passengers,7915
1,ORD,GDL,4O,Passengers,7908
1,DEN,PVR,WN,Passengers,7895
1,DEN,YVR,QK,Passengers,7893
1,PSP,YEG,WS,Passengers,7888
1,MCO,BOG,B6,Passengers,7885
1,JFK,FCO,DL,Passengers,7881
1,PHL,FRA,LH,Passengers,7878
1,MIA,HOG,AA,Passengers,7872
1,SFO,WUH,CZ,Passengers,7863
1,LAX,GUA,LR,Passengers,7859
1,ATL,MAN,VS,Passengers,7826
1,FLL,CUN,B6,Passengers,7816
1,FLL,GUA,NK,Passengers,7812
1,EWR,LIS,UA,Passengers,7806
1,CLT,SJO,AA,Passengers,7803
1,MSP,CUN,SY,Passengers,7803
1,JFK,CUN,4O,Passengers,7792
1,MIA,YYZ,WS,Passengers,7792
1,ORD,ARN,SK,Passengers,7791
1,HOU,BZE,WN,Passengers,7773
1,FLL,LIM,B6,Passengers,7757
1,SLC,CDG,DL,Passengers,7753
1,BWI,AUA,WN,Passengers,7749
1,TPA,FRA,LH,Passengers,7745
1,JFK,PTP,D8,Passengers,7740
1,HOU,PVR,WN,Passengers,7740
1,ORD,SJD,AA,Passengers,7739
1,SEA,MEX,AM,Passengers,7734
1,DEN,YYZ,AC,Passengers,7733
1,LAX,YVR,CP,Passengers,7716
1,HNL,MEL,JQ,Passengers,7708
1,LAS,MEX,Y4,Passengers,7703
1,FLL,BOG,AV,Passengers,7700
1,CLT,YUL,YX,Passengers,7673
1,ORD,YYC,OO,Passengers,7661
1,MCO,MEX,4O,Passengers,7656
1,MDW,MLM,Y4,Passengers,7655
1,JFK,MXP,IG,Passengers,7640
1,EWR,BOG,UA,Passengers,7625
1,FLL,PUJ,WN,Passengers,7609
1,JFK,KIN,DL,Passengers,7602
1,HOU,SJD,WN,Passengers,7599
1,LAX,MZT,AS,Passengers,7561
1,SAN,FRA,LH,Passengers,7557
1,MSP,PUJ,SY,Passengers,7509
1,MSP,AMS,KL,Passengers,7506
1,JFK,ARN,DY,Passengers,7501
1,MSP,SJD,DL,Passengers,7493
1,SJC,SJD,AS,Passengers,7489
1,JFK,GCM,B6,Passengers,7484
1,CLT,SXM,AA,Passengers,7477
1,SLC,MEX,DL,Passengers,7468
1,MSP,YYZ,KV,Passengers,7467
1,ATL,DUS,DL,Passengers,7465
1,SJC,NRT,NH,Passengers,7461
1,SFO,YYC,QK,Passengers,7455
1,LAS,MEX,VB,Passengers,7452
1,BOS,CDG,DL,Passengers,7444
1,RDU,CDG,DL,Passengers,7441
1,MCO,BOG,NK,Passengers,7419
1,MSP,YWG,OO,Passengers,7401
1,MIA,CTG,AA,Passengers,7398
1,LAX,AMS,DL,Passengers,7365
1,SLC,SJD,DL,Passengers,7352
1,JFK,MAD,DY,Passengers,7320
1,JFK,GUA,TA,Passengers,7301
1,SPN,HKG,HX,Passengers,7300
1,MIA,CTG,AV,Passengers,7298
1,IAD,MEX,UA,Passengers,7293
1,SEA,YYC,QX,Passengers,7292
1,ORD,SJO,UA,Passengers,7291
1,MIA,BAQ,AV,Passengers,7268
1,DFW,BZE,AA,Passengers,7266
1,SEA,YYC,CP,Passengers,7262
1,EWR,SDQ,NK,Passengers,7256
1,SLC,YYZ,DL,Passengers,7243
1,SAN,SJD,WN,Passengers,7229
1,MIA,MXP,IG,Passengers,7226
1,FLL,UIO,B6,Passengers,7217
1,DEN,YVR,UA,Passengers,7210
1,FLL,YYZ,TS,Passengers,7195
1,FLL,CTG,B6,Passengers,7186
1,ATL,LOS,DL,Passengers,7186
1,ORD,SJD,UA,Passengers,7186
1,JFK,CTG,B6,Passengers,7176
1,DEN,YYC,UA,Passengers,7165
1,DEN,YEG,OO,Passengers,7159
1,PDX,GDL,Y4,Passengers,7153
1,MIA,LIR,AA,Passengers,7148
1,MDW,YTZ,PD,Passengers,7139
1,SFO,YUL,AC,Passengers,7137
1,MIA,FPO,YX,Passengers,7124
1,FLL,AUA,WN,Passengers,7113
1,LAX,SHE,CZ,Passengers,7109
1,ATL,CUN,WN,Passengers,7109
1,JFK,PLS,DL,Passengers,7104
1,IAD,DEL,AI,Passengers,7103
1,IAD,BOG,AV,Passengers,7100
1,MIA,PLS,YX,Passengers,7100
1,MDW,PUJ,WN,Passengers,7050
1,IAH,MUC,UA,Passengers,7047
1,LAX,XMN,MF,Passengers,7024
1,IAD,YYZ,ZX,Passengers,7010
1,MIA,MAO,AA,Passengers,7000
1,ORD,CUN,NK,Passengers,6994
1,LAX,BCN,DY,Passengers,6986
1,DFW,BJX,MQ,Passengers,6982
1,FLL,MGA,NK,Passengers,6976
1,MIA,HEL,AY,Passengers,6966
1,CVG,CDG,DL,Passengers,6962
1,JFK,PLS,B6,Passengers,6960
1,DFW,YYC,MQ,Passengers,6953
1,MIA,BAQ,AA,Passengers,6943
1,MSP,YYZ,9E,Passengers,6932
1,ORD,PEK,HU,Passengers,6915
1,MCO,DUB,EI,Passengers,6895
1,IAH,POS,UA,Passengers,6893
1,JFK,SXM,B6,Passengers,6884
1,JFK,GVA,LX,Passengers,6881
1,ORD,KEF,FI,Passengers,6875
1,LAX,BJX,4O,Passengers,6870
1,SEA,GDL,Y4,Passengers,6861
1,IAH,UIO,UA,Passengers,6855
1,MSP,YXE,OO,Passengers,6846
1,SAN,YYC,WS,Passengers,6836
1,LAX,DUB,EI,Passengers,6828
1,IAD,RUH,SV,Passengers,6824
1,ATL,SXM,DL,Passengers,6814
1,PPG,FGI,PH,Passengers,6814
1,IAH,MAN,SQ,Passengers,6812
1,JFK,VIE,OS,Passengers,6808
1,MCO,CNF,AD,Passengers,6808
1,TPA,PTY,CM,Passengers,6806
1,LAX,SJD,AA,Passengers,6803
1,EWR,MAD,UA,Passengers,6800
1,BOS,CUN,DL,Passengers,6794
1,LAX,CUN,4O,Passengers,6790
1,EWR,DUB,EI,Passengers,6788
1,DEN,LGW,DI,Passengers,6780
1,EWR,ORY,LV,Passengers,6775
1,IAD,MUC,LH,Passengers,6773
1,MIA,MAR,AA,Passengers,6770
1,SPN,PEK,MU,Passengers,6769
1,LAX,YEG,WS,Passengers,6764
1,FLL,AUA,B6,Passengers,6748
1,FLL,OSL,DY,Passengers,6742
1,MIA,POS,BW,Passengers,6733
1,SEA,YVR,AS,Passengers,6731
1,MDW,GDL,Y4,Passengers,6722
1,EWR,SAL,TA,Passengers,6700
1,MIA,AMS,KL,Passengers,6693
1,PHL,YOW,PT,Passengers,6689
1,JFK,FOC,MF,Passengers,6685
1,SEA,YYJ,CP,Passengers,6674
1,JFK,RUH,SV,Passengers,6674
1,LAX,MEX,DL,Passengers,6662
1,DEN,PTY,CM,Passengers,6646
1,DFW,QRO,MQ,Passengers,6631
1,BNA,YYZ,ZX,Passengers,6630
1,SRQ,YYZ,RV,Passengers,6619
1,PHX,YVR,AC,Passengers,6605
1,ORD,AMS,UA,Passengers,6591
1,JFK,LIR,B6,Passengers,6584
1,BOS,LHR,DL,Passengers,6566
1,MDW,MBJ,WN,Passengers,6565
1,DTW,YYZ,ZX,Passengers,6563
1,ATL,MAD,DL,Passengers,6561
1,FLL,GYE,NK,Passengers,6559
1,LAX,AUH,EY,Passengers,6554
1,FLL,YUL,TS,Passengers,6540
1,STL,CUN,WN,Passengers,6523
1,HNL,BNE,HA,Passengers,6518
1,SFO,KIX,UA,Passengers,6517
1,DFW,BOG,AA,Passengers,6514
1,FLL,CLO,NK,Passengers,6506
1,FLL,CTG,NK,Passengers,6505
1,LAX,JED,SV,Passengers,6502
1,LAX,MLM,Y4,Passengers,6501
1,PHL,AMS,AA,Passengers,6493
1,MCO,SDQ,NK,Passengers,6492
1,ATL,TGU,DL,Passengers,6467
1,PHL,MUC,AA,Passengers,6455
1,DTW,MEX,DL,Passengers,6453
1,FLL,GCM,WN,Passengers,6438
1,LAX,MEX,AA,Passengers,6424
1,SEA,YYZ,AC,Passengers,6420
1,SFO,MEL,QF,Passengers,6419
1,MCO,REC,AD,Passengers,6405
1,LAX,PVR,WN,Passengers,6404
1,MSP,PVR,SY,Passengers,6400
1,FLL,YQB,TS,Passengers,6392
1,BOS,GRU,JJ,Passengers,6390
1,EWR,DUS,EW,Passengers,6385
1,LAX,CDG,TN,Passengers,6384
1,MCO,KEF,FI,Passengers,6375
1,DEN,YYC,OO,Passengers,6358
1,MIA,CPH,SK,Passengers,6339
1,JFK,MEX,B6,Passengers,6338
1,FLL,BGI,B6,Passengers,6336
1,FLL,LIM,NK,Passengers,6334
1,EWR,BCN,UA,Passengers,6320
1,LAX,CDG,DL,Passengers,6314
1,JFK,CPH,DY,Passengers,6313
1,FLL,PLS,WN,Passengers,6310
1,JFK,MAD,DL,Passengers,6286
1,FLL,BZE,WN,Passengers,6280
1,MIA,BDA,AA,Passengers,6271
1,LAX,GUA,GU,Passengers,6257
1,JFK,MEX,VB,Passengers,6254
1,IAH,TGU,UA,Passengers,6225
1,GUM,KIX,UA,Passengers,6218
1,LAS,YYC,RV,Passengers,6217
1,ORD,BRU,UA,Passengers,6204
1,MCO,YYZ,WG,Passengers,6201
1,BWI,YYZ,KV,Passengers,6201
1,SJU,BOG,AV,Passengers,6191
1,LAX,TLV,LY,Passengers,6190
1,KOA,NRT,JL,Passengers,6165
1,MSY,LHR,BA,Passengers,6151
1,JFK,ACC,DL,Passengers,6150
1,SFO,ORY,BF,Passengers,6146
1,JFK,MDE,AV,Passengers,6132
1,MCO,LIM,TQQ,Passengers,6127
1,MIA,VRA,AA,Passengers,6099
1,MCO,AMS,DL,Passengers,6098
1,HNL,CTS,HA,Passengers,6084
1,BOS,BCN,IB,Passengers,6081
1,OAK,MLM,Y4,Passengers,6080
1,MIA,TLV,LY,Passengers,6070
1,CLT,BGI,AA,Passengers,6066
1,MCO,CUN,B6,Passengers,6066
1,LAX,MAD,DY,Passengers,6066
1,MIA,GGT,YX,Passengers,6059
1,LGA,YUL,MQ,Passengers,6058
1,MIA,GCM,KX,Passengers,6046
1,LAX,TAO,MF,Passengers,6039
1,JFK,AMM,RJ,Passengers,6035
1,LAX,EZE,AA,Passengers,6023
1,FLL,HOG,B6,Passengers,6000
1,MIA,CCS,WL,Passengers,0
1,EWR,SXM,UA,Passengers,5980
1,MIA,MEX,Y4,Passengers,5973
1,MIA,CAP,AA,Passengers,5965
1,MSP,YYC,DL,Passengers,5952
1,ATL,GDL,DL,Passengers,5931
1,FLL,PTY,CM,Passengers,5918
1,EWR,LIM,UA,Passengers,5918
1,SFO,PPT,BF,Passengers,5886
1,IAH,MTY,VB,Passengers,5882
1,PVD,DUB,D8,Passengers,5881
1,CLT,MEX,AA,Passengers,5872
1,IAD,VIE,OS,Passengers,5870
1,IAD,JED,SV,Passengers,5870
1,MIA,CMW,AA,Passengers,5865
1,IAD,DUB,EI,Passengers,5860
1,ORD,YYZ,OO,Passengers,5850
1,DTW,YUL,9E,Passengers,5843
1,IAH,RTB,UA,Passengers,5822
1,BWI,CUN,NK,Passengers,5815
1,ORD,MBJ,AA,Passengers,5805
1,SNA,YVR,WS,Passengers,5804
1,JFK,ORY,AF,Passengers,5799
1,IAH,SLP,YV,Passengers,5799
1,MSY,YYZ,KV,Passengers,5788
1,FLL,CMW,B6,Passengers,5786
1,MCO,YOW,AC,Passengers,5754
1,MIA,FOR,JJ,Passengers,5746
1,LAS,FRA,DE,Passengers,5746
1,SLC,PVR,DL,Passengers,5745
1,BOS,YYZ,WS,Passengers,5735
1,ATL,CZM,DL,Passengers,5726
1,BOS,CDG,DY,Passengers,5722
1,CLE,YYZ,ZX,Passengers,5714
1,FLL,STI,B6,Passengers,5711
1,MCO,MBJ,WN,Passengers,5674
1,SEA,PVG,HU,Passengers,5670
1,MCO,MBJ,B6,Passengers,5660
1,PHL,SXM,AA,Passengers,5659
1,JFK,GND,B6,Passengers,5645
1,EWR,YOW,QK,Passengers,5644
1,EWR,KEF,FI,Passengers,5644
1,EWR,YYC,AC,Passengers,5634
1,JFK,BOM,AI,Passengers,5585
1,BOS,PDL,S4,Passengers,5576
1,JFK,BDA,AA,Passengers,5568
1,OAK,PVR,WN,Passengers,5564
1,MIA,MDE,VH,Passengers,5560
1,LAX,PPT,AF,Passengers,5559
1,SFO,YYC,OO,Passengers,5558
1,DCA,YUL,QK,Passengers,5549
1,ORD,CDG,AF,Passengers,5547
1,SEA,FRA,DE,Passengers,5525
1,ORD,BZE,UA,Passengers,5514
1,DFW,AGU,MQ,Passengers,5499
1,PHL,PUJ,F9,Passengers,5467
1,DFW,MBJ,AA,Passengers,5465
1,LGA,YYZ,MQ,Passengers,5456
1,DTW,MEX,AM,Passengers,5442
1,DEN,MEX,Y4,Passengers,5429
1,PHL,CUN,F9,Passengers,5201
1,MCO,MEX,Y4,Passengers,5404
1,IAH,SAP,NK,Passengers,5402
1,JFK,YUL,9E,Passengers,5392
1,JFK,SNN,EI,Passengers,5380
1,IAH,YUL,KV,Passengers,5374
1,DTW,YYZ,9E,Passengers,5355
1,PHX,YYC,AC,Passengers,5335
1,JFK,YYC,WS,Passengers,5335
1,JFK,LOS,DL,Passengers,5335
1,RDU,YYZ,ZX,Passengers,5333
1,JFK,MBJ,BW,Passengers,5327
1,PHL,AUA,AA,Passengers,5325
